school,department_name,harvard_equivalent,funding_type,year,funding_amount
Tulane,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,2095920
Tulane,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,1780283
Tulane,PHARMACOLOGY,BCMP,nih,2020,3661535
Tulane,PHARMACOLOGY,BCMP,nih,2019,2523418
Tulane,PHARMACOLOGY,BCMP,nih,2018,2071485
Tulane,PHARMACOLOGY,BCMP,nih,2017,2056365
Tulane,PHARMACOLOGY,BCMP,nih,2016,1719931
U Washington,BIOCHEMISTRY,BCMP,nih,2020,14180574
U Washington,BIOCHEMISTRY,BCMP,nih,2019,13657599
U Washington,BIOCHEMISTRY,BCMP,nih,2018,13609558
U Washington,BIOCHEMISTRY,BCMP,nih,2017,16552418
U Washington,BIOCHEMISTRY,BCMP,nih,2016,9906305
U Washington,PHARMACOLOGY,BCMP,nih,2020,11218380
U Washington,PHARMACOLOGY,BCMP,nih,2019,8032888
U Washington,PHARMACOLOGY,BCMP,nih,2018,7511128
U Washington,PHARMACOLOGY,BCMP,nih,2017,7106485
U Washington,PHARMACOLOGY,BCMP,nih,2016,7409484
U Washington,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,10769430
U Washington,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,11201869
U Washington,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,12114301
U Washington,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,8492804
U Washington,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,7058844
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2020,8357124
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2019,9176156
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2018,11114600
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2017,8493343
UC Davis,BIOCHEMISTRY AND MOLECULAR MEDICINE,BCMP,nih,2016,8581166
UC Davis,PHARMACOLOGY,BCMP,nih,2020,10510886
UC Davis,PHARMACOLOGY,BCMP,nih,2019,9529255
UC Davis,PHARMACOLOGY,BCMP,nih,2018,9864022
UC Davis,PHARMACOLOGY,BCMP,nih,2017,10356422
UC Davis,PHARMACOLOGY,BCMP,nih,2016,8238244
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,nih,2020,5290113
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,nih,2019,4237541
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,nih,2018,4368099
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,nih,2017,3468244
UC Irvine,BIOLOGICAL CHEMISTRY,BCMP,nih,2016,2950489
UC Irvine,PHARMACOLOGY,BCMP,nih,2020,0
UC Irvine,PHARMACOLOGY,BCMP,nih,2019,1109455
UC Irvine,PHARMACOLOGY,BCMP,nih,2018,1151862
UC Irvine,PHARMACOLOGY,BCMP,nih,2017,1754229
UC Irvine,PHARMACOLOGY,BCMP,nih,2016,1095409
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,8921873
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,8574780
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,8751114
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,4470389
UC Irvine,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,6181884
UC San Diego,PHARMACOLOGY,BCMP,nih,2020,30033678
UC San Diego,PHARMACOLOGY,BCMP,nih,2019,24539213
UC San Diego,PHARMACOLOGY,BCMP,nih,2018,21688788
UC San Diego,PHARMACOLOGY,BCMP,nih,2017,22697727
UC San Diego,PHARMACOLOGY,BCMP,nih,2016,23087825
UC San Fransisco,BIOCHEMISTRY AND BIOPHYSICS,BCMP,nih,2020,18870719
UC San Fransisco,BIOCHEMISTRY AND BIOPHYSICS,BCMP,nih,2019,26504070
UC San Fransisco,BIOCHEMISTRY AND BIOPHYSICS,BCMP,nih,2018,23733956
UC San Fransisco,BIOCHEMISTRY AND BIOPHYSICS,BCMP,nih,2017,22576860
UC San Fransisco,BIOCHEMISTRY AND BIOPHYSICS,BCMP,nih,2016,23594567
UC San Fransisco,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP;CB,nih,2020,8128111
UC San Fransisco,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP;CB,nih,2019,21995743
UC San Fransisco,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP;CB,nih,2018,15522051
UC San Fransisco,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP;CB,nih,2017,9323830
UC San Fransisco,CELLULAR AND MOLECULAR PHARMACOLOGY,BCMP;CB,nih,2016,12949112
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,nih,2020,8394120
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,nih,2019,8406328
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,nih,2018,7804992
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,nih,2017,6700860
UCLA-Geffen,BIOLOGICAL CHEMISTRY,BCMP,nih,2016,4154505
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,nih,2020,4093029
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,nih,2019,3382011
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,nih,2018,4986278
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,nih,2017,5683460
UCLA-Geffen,MOLECULAR AND MED PHARMACOLOGY,BCMP,nih,2016,4912607
Uniformed Services-Hebert,BIOCHEMISTRY,BCMP,nih,2020,0
Uniformed Services-Hebert,BIOCHEMISTRY,BCMP,nih,2019,0
Uniformed Services-Hebert,BIOCHEMISTRY,BCMP,nih,2018,0
Uniformed Services-Hebert,BIOCHEMISTRY,BCMP,nih,2017,0
Uniformed Services-Hebert,BIOCHEMISTRY,BCMP,nih,2016,0
Uniformed Services-Hebert,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,BCMP,nih,2020,0
Uniformed Services-Hebert,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,BCMP,nih,2019,0
Uniformed Services-Hebert,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,BCMP,nih,2018,0
Uniformed Services-Hebert,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,BCMP,nih,2017,0
Uniformed Services-Hebert,PHARMACOLOGY AND MOLECULAR THERAPEUTICS,BCMP,nih,2016,0
USF-Morsani,MOLECULAR MEDICINE,BCMP,nih,2020,2470292
USF-Morsani,MOLECULAR MEDICINE,BCMP,nih,2019,5982814
USF-Morsani,MOLECULAR MEDICINE,BCMP,nih,2018,2897135
USF-Morsani,MOLECULAR MEDICINE,BCMP,nih,2017,5844108
USF-Morsani,MOLECULAR MEDICINE,BCMP,nih,2016,4208860
USF-Morsani,MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2020,7903409
USF-Morsani,MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2019,7504116
USF-Morsani,MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2018,4586474
USF-Morsani,MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2017,4963137
USF-Morsani,MOLECULAR PHARMACOLOGY AND PHYSIOLOGY,BCMP,nih,2016,4281819
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,6692160
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,11202844
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,6126921
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,7798455
UT Houston-McGovern,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,7549559
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,nih,2020,8534971
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,nih,2019,7172141
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,nih,2018,7896530
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,nih,2017,7192485
UT Houston-McGovern,INTEGRATIVE BIOLOGY AND PHARMACOLOGY,BCMP,nih,2016,8124743
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,5332615
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,5150313
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,4529604
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,3820006
UT Medical Branch,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,4479635
UT Rio Grande Valley,MOLECULAR SCIENCE,BCMP,nih,2020,0
UT Rio Grande Valley,MOLECULAR SCIENCE,BCMP,nih,2019,0
UT Rio Grande Valley,MOLECULAR SCIENCE,BCMP,nih,2018,0
UT Rio Grande Valley,MOLECULAR SCIENCE,BCMP,nih,2017,0
UT Rio Grande Valley,MOLECULAR SCIENCE,BCMP,nih,2016,0
UT Rio Grande Valley,PHARMACOLOGY,BCMP,nih,2020,0
UT Rio Grande Valley,PHARMACOLOGY,BCMP,nih,2019,0
UT Rio Grande Valley,PHARMACOLOGY,BCMP,nih,2018,0
UT Rio Grande Valley,PHARMACOLOGY,BCMP,nih,2017,0
UT Rio Grande Valley,PHARMACOLOGY,BCMP,nih,2016,0
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,nih,2020,3505881
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,nih,2019,4272480
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,nih,2018,2390142
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,nih,2017,2522698
UT San Antonio-Long,BIOCHEMISTRY AND STRUCTURAL BIOLOGY,BCMP,nih,2016,0
UT Southwestern,BIOCHEMISTRY,BCMP,nih,2020,7304281
UT Southwestern,BIOCHEMISTRY,BCMP,nih,2019,8960459
UT Southwestern,BIOCHEMISTRY,BCMP,nih,2018,7945896
UT Southwestern,BIOCHEMISTRY,BCMP,nih,2017,8819952
UT Southwestern,BIOCHEMISTRY,BCMP,nih,2016,8733022
UT Southwestern,BIOPHYSICS,BCMP,nih,2020,4228484
UT Southwestern,BIOPHYSICS,BCMP,nih,2019,3463563
UT Southwestern,BIOPHYSICS,BCMP,nih,2018,6776430
UT Southwestern,BIOPHYSICS,BCMP,nih,2017,3917643
UT Southwestern,BIOPHYSICS,BCMP,nih,2016,2371342
UT Southwestern,MOLECULAR BIOLOGY,BCMP,nih,2020,11349368
UT Southwestern,MOLECULAR BIOLOGY,BCMP,nih,2019,11453619
UT Southwestern,MOLECULAR BIOLOGY,BCMP,nih,2018,9219615
UT Southwestern,MOLECULAR BIOLOGY,BCMP,nih,2017,8794859
UT Southwestern,MOLECULAR BIOLOGY,BCMP,nih,2016,8326978
UT Southwestern,PHARMACOLOGY,BCMP,nih,2020,7799183
UT Southwestern,PHARMACOLOGY,BCMP,nih,2019,6883997
UT Southwestern,PHARMACOLOGY,BCMP,nih,2018,4880598
UT Southwestern,PHARMACOLOGY,BCMP,nih,2017,5807899
UT Southwestern,PHARMACOLOGY,BCMP,nih,2016,6378052
Utah,BIOCHEMISTRY,BCMP,nih,2020,13661436
Utah,BIOCHEMISTRY,BCMP,nih,2019,12554201
Utah,BIOCHEMISTRY,BCMP,nih,2018,11412418
Utah,BIOCHEMISTRY,BCMP,nih,2017,11298755
Utah,BIOCHEMISTRY,BCMP,nih,2016,9602413
Vanderbilt,BIOCHEMISTRY,BCMP,nih,2020,32203962
Vanderbilt,BIOCHEMISTRY,BCMP,nih,2019,30040678
Vanderbilt,BIOCHEMISTRY,BCMP,nih,2018,0
Vanderbilt,BIOCHEMISTRY,BCMP,nih,2017,25082264
Vanderbilt,BIOCHEMISTRY,BCMP,nih,2016,11481969
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,19993950
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,17034314
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,0
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,14142777
Vanderbilt,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,13669658
Vanderbilt,PHARMACOLOGY,BCMP,nih,2020,15750645
Vanderbilt,PHARMACOLOGY,BCMP,nih,2019,15203923
Vanderbilt,PHARMACOLOGY,BCMP,nih,2018,0
Vanderbilt,PHARMACOLOGY,BCMP,nih,2017,16907691
Vanderbilt,PHARMACOLOGY,BCMP,nih,2016,15693667
Vermont-Larner,BIOCHEMISTRY,BCMP,nih,2020,1992636
Vermont-Larner,BIOCHEMISTRY,BCMP,nih,2019,2479112
Vermont-Larner,BIOCHEMISTRY,BCMP,nih,2018,2730073
Vermont-Larner,BIOCHEMISTRY,BCMP,nih,2017,2380250
Vermont-Larner,BIOCHEMISTRY,BCMP,nih,2016,2138488
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,3077428
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,3298604
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,2846958
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,2511871
Vermont-Larner,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,2497746
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2020,5893466
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2019,6607899
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2018,7250125
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2017,6232851
Virginia,BIOCHEMISTRY AND MOLECULAR GENETICS,BCMP;Gn,nih,2016,5120167
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,nih,2020,11790581
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,nih,2019,12550150
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,nih,2018,9638234
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,nih,2017,10838511
Virginia,MOLECULAR PHYSIOLOGY AND BIOLOGICAL PHYSICS,BCMP,nih,2016,8357108
Virginia Commonwealth,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,2460489
Virginia Commonwealth,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,1694387
Virginia Commonwealth,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,2733120
Virginia Commonwealth,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,2499148
Virginia Commonwealth,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,3298904
Virginia Commonwealth,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,13360860
Virginia Commonwealth,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,12286607
Virginia Commonwealth,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,11053670
Virginia Commonwealth,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,8967464
Virginia Commonwealth,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,8591733
Virginia Commonwealth,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,2972317
Virginia Commonwealth,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,3564390
Virginia Commonwealth,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,3477196
Virginia Commonwealth,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,3727081
Virginia Commonwealth,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,4408344
Wake Forest,BIOCHEMISTRY,BCMP,nih,2020,2463778
Wake Forest,BIOCHEMISTRY,BCMP,nih,2019,2535334
Wake Forest,BIOCHEMISTRY,BCMP,nih,2018,1483892
Wake Forest,BIOCHEMISTRY,BCMP,nih,2017,1830084
Wake Forest,BIOCHEMISTRY,BCMP,nih,2016,2217270
Wake Forest,MOLECULAR MEDICINE,BCMP,nih,2020,0
Wake Forest,MOLECULAR MEDICINE,BCMP,nih,2019,0
Wake Forest,MOLECULAR MEDICINE,BCMP,nih,2018,0
Wake Forest,MOLECULAR MEDICINE,BCMP,nih,2017,0
Wake Forest,MOLECULAR MEDICINE,BCMP,nih,2016,0
Washington U St Louis,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2020,6798568
Washington U St Louis,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2019,6575251
Washington U St Louis,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2018,5017748
Washington U St Louis,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2017,4577156
Washington U St Louis,BIOCHEMISTRY AND MOLECULAR BIOPHYSICS,BCMP,nih,2016,2902396
Wayne State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2020,380140
Wayne State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2019,0
Wayne State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2018,49524
Wayne State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2017,389460
Wayne State,BIOCHEMISTRY AND MOLECULAR BIOLOGY,BCMP,nih,2016,428466
Wayne State,PHARMACOLOGY,BCMP,nih,2020,3387195
Wayne State,PHARMACOLOGY,BCMP,nih,2019,1837720
Wayne State,PHARMACOLOGY,BCMP,nih,2018,1722787
Wayne State,PHARMACOLOGY,BCMP,nih,2017,1776836
Wayne State,PHARMACOLOGY,BCMP,nih,2016,1929710
West Virginia,BIOCHEMISTRY,BCMP,nih,2020,2882879
West Virginia,BIOCHEMISTRY,BCMP,nih,2019,3307153
West Virginia,BIOCHEMISTRY,BCMP,nih,2018,2793481
West Virginia,BIOCHEMISTRY,BCMP,nih,2017,2559052
West Virginia,BIOCHEMISTRY,BCMP,nih,2016,2671922
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,nih,2020,5105273
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,nih,2019,2525424
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,nih,2018,3621677
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,nih,2017,4027954
West Virginia,PHYSIOLOGY PHARMACOLOGY AND NEUROSCIENCE,BCMP,nih,2016,0
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,nih,2020,6625540
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,nih,2019,6919385
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,nih,2018,9585314
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,nih,2017,7117043
Wisconsin,BIOMOLECULAR CHEMISTRY,BCMP,nih,2016,7735962
Wisconsin,MEDICAL PHYSICS,BCMP,nih,2020,4266543
Wisconsin,MEDICAL PHYSICS,BCMP,nih,2019,4448874
Wisconsin,MEDICAL PHYSICS,BCMP,nih,2018,6674414
Wisconsin,MEDICAL PHYSICS,BCMP,nih,2017,4482761
Wisconsin,MEDICAL PHYSICS,BCMP,nih,2016,5212007
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,nih,2020,559000
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,nih,2019,877393
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,nih,2018,1146550
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,nih,2017,1146550
Wright State-Boonshoft,BIOCHEMISTRY AND MOLEC BIOLOGY,BCMP,nih,2016,0
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2020,5922865
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2019,6569731
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2018,10319052
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2017,10772756
Yale,CELLULAR AND MOLECULAR PHYSIOLOGY,BCMP;CB,nih,2016,8987337
Yale,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BCMP,nih,2020,14769352
Yale,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BCMP,nih,2019,13788191
Yale,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BCMP,nih,2018,14156788
Yale,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BCMP,nih,2017,15297480
Yale,MOLECULAR BIOPHYSICS AND BIOCHEMISTRY,BCMP,nih,2016,15825852
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,nih,2020,0
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,nih,2019,0
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,nih,2018,0
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,nih,2017,0
Zucker Hofstra Northwell,MOLECULAR MEDICINE,BCMP,nih,2016,0
Average,Average,BCMP,nih,2016,4472216
Average,Average,BCMP,nih,2017,5055678
Average,Average,BCMP,nih,2018,5184746
Average,Average,BCMP,nih,2019,6064734
Average,Average,BCMP,nih,2020,6241392
