school,department_name,harvard_equivalent,funding_type,year,funding_amount
Chicago-Pritzker,MICROBIOLOGY,Mb,nih,2017,4730999
Chicago-Pritzker,MICROBIOLOGY,Mb,nih,2016,5757112
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2020,2860458
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2019,2230575
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2018,2769312
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2017,2735915
Cincinnati,MOLECULAR GENETICS BIOCHEMISTRY AND MICROBIOLOGY,Gn;BCMP;Mb,nih,2016,3003648
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2020,17987897
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2019,13586898
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2018,11731520
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2017,9376872
Colorado,IMMUNOLOGY AND MICROBIOLOGY,Imm;Mb,nih,2016,10734080
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,8726707
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,6955625
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,8034207
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,7634811
Columbia-Vagelos,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,8122402
Connecticut,IMMUNOLOGY,Imm,nih,2020,3986599
Connecticut,IMMUNOLOGY,Imm,nih,2019,2787535
Connecticut,IMMUNOLOGY,Imm,nih,2018,2640941
Connecticut,IMMUNOLOGY,Imm,nih,2017,3712397
Connecticut,IMMUNOLOGY,Imm,nih,2016,7444109
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,20305389
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,16224249
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,14691188
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,11831380
Cornell-Weill,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,13970679
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,2467309
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,1879773
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,1863252
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Creighton,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,17055528
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,16600455
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,14560555
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,15032237
Dartmouth-Geisel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,15138796
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,4136947
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,3808583
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,4193682
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,4614625
Drexel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4045750
Duke,IMMUNOLOGY,Imm,nih,2020,5170593
Duke,IMMUNOLOGY,Imm,nih,2019,4289393
Duke,IMMUNOLOGY,Imm,nih,2018,4410734
Duke,IMMUNOLOGY,Imm,nih,2017,4138909
Duke,IMMUNOLOGY,Imm,nih,2016,2221911
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,nih,2020,22638541
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,nih,2019,23036094
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,nih,2018,19767470
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,nih,2017,18262931
Duke,MOLECULAR GENETICS AND MICROBIOLOGY,Mb;Gn,nih,2016,16118899
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,2512494
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,1856797
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,1216648
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,1440914
East Carolina-Brody,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,1008047
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2020,2070864
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2019,2992031
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2018,2277551
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2017,1438183
Eastern Virginia,MICROBIOLOGY AND MOLECULAR CELL BIOLOGY,BCMP;CB;Mb,nih,2016,1784729
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,0
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Einstein,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,17601773
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,15460437
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,17054256
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,17448832
Emory,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,18387615
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,nih,2020,2506817
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,nih,2019,2901831
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,nih,2018,0
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,nih,2017,0
FIU-Wertheim,IMMUNOLOGY AND NANO-MEDICINE,Imm,nih,2016,0
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,nih,2020,8836715
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,nih,2019,9767366
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,nih,2018,7397861
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,nih,2017,9861543
Florida,MOLECULAR GENETICS AND MICROBIOL,Gn;Mb,nih,2016,9313186
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,nih,2020,12081454
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,nih,2019,8666737
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,nih,2018,8057121
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,nih,2017,7997108
Florida,PATHOLOGY IMMUNOL AND LAB MEDICINE,Imm,nih,2016,7058698
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,nih,2020,9495392
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,nih,2019,8852251
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,nih,2018,0
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,nih,2017,0
George Washington,MICROBIOLOGY IMMUNOLOGY AND TROPICAL MEDICINE,Mb;Imm,nih,2016,0
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,575494
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,385698
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,194375
Georgetown,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,233250
Harvard,IMMUNOLOGY,Imm,nih,2020,630478
Harvard,IMMUNOLOGY,Imm,nih,2019,0
Harvard,IMMUNOLOGY,Imm,nih,2018,29961329
Harvard,IMMUNOLOGY,Imm,nih,2017,32149826
Harvard,IMMUNOLOGY,Imm,nih,2016,31586489
Harvard,MICROBIOLOGY,Mb,nih,2020,19834303
Harvard,MICROBIOLOGY,Mb,nih,2019,19842769
Harvard,MICROBIOLOGY,Mb,nih,2018,29961329
Harvard,MICROBIOLOGY,Mb,nih,2017,32149826
Harvard,MICROBIOLOGY,Mb,nih,2016,31586489
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,nih,2020,NA
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,nih,2019,NA
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,nih,2018,29961329
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,nih,2017,32149826
Harvard,MICROBIOLOGY AND IMMUNOBIOLOGY,Mb;Imm,nih,2016,31586489
Howard,MICROBIOLOGY,Mb,nih,2020,763750
Howard,MICROBIOLOGY,Mb,nih,2019,763750
Howard,MICROBIOLOGY,Mb,nih,2018,377500
Howard,MICROBIOLOGY,Mb,nih,2017,332200
Howard,MICROBIOLOGY,Mb,nih,2016,332200
Illinois,MICROBIOLOGY,Mb,nih,2020,0
Illinois,MICROBIOLOGY,Mb,nih,2019,0
Illinois,MICROBIOLOGY,Mb,nih,2018,0
Illinois,MICROBIOLOGY,Mb,nih,2017,0
Illinois,MICROBIOLOGY,Mb,nih,2016,0
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,4125924
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4219742
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,5498922
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,6424053
Illinois,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,5520003
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,9834112
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,9182917
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,9681304
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,8725246
Indiana,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,8751343
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,11828411
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,9622526
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,10118308
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Iowa-Carver,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,6638085
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4068807
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,4595971
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,4992624
Jefferson-Kimmel,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,5698879
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,nih,2020,10402561
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,nih,2019,9871796
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,nih,2018,7842451
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,nih,2017,7158541
Johns Hopkins,MOLECULAR AND COMPARATIVE PATHOBIOLOGY,Mb,nih,2016,5915056
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,nih,2020,4134488
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,nih,2019,2989181
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,nih,2018,1715188
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,nih,2017,1314625
Kansas,MICROBIOLOGY MOLECULAR GENETICS AND IMMUNOLOGY,Mb;Gn;Imm,nih,2016,3881018
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,nih,2020,4828882
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,nih,2019,2510822
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,nih,2018,2385056
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,nih,2017,2516303
Kentucky,MICROBIOLOGY IMMUNOLOGY AND MOLECULAR GENETICS,Mb;Imm;Gn,nih,2016,2486004
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2020,3848262
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2019,3711847
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2018,6017097
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2017,5660765
Loma Linda,BASIC SCIENCES,BCMP;Mb;Gn,nih,2016,6228626
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,4743880
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4066124
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,5333261
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,5026752
Louisville,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4850505
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,3122442
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,5189479
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,4450637
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,3501655
Loyola Stritch,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4278827
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,nih,2020,1626777
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,nih,2019,1099408
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,nih,2018,644291
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,nih,2017,978170
LSU New Orleans,MICROBIOLOGY IMMUN AND PARASITOLOGY,Mb;Imm,nih,2016,820834
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,1784188
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,2864236
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,3179880
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,3179880
LSU Shreveport,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,2407448
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,21318016
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,18623746
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,9417092
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,10172471
Maryland,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,9787466
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,nih,2020,9761227
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,nih,2019,7874730
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,nih,2018,6851894
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,nih,2017,6214376
Massachusetts,MICROBIOLOGY AND PHYSIOLOGICAL SYSTEMS,Mb,nih,2016,4468520
Mayo-Alix,IMMUNOLOGY,Imm,nih,2020,0
Mayo-Alix,IMMUNOLOGY,Imm,nih,2019,0
Mayo-Alix,IMMUNOLOGY,Imm,nih,2018,0
Mayo-Alix,IMMUNOLOGY,Imm,nih,2017,0
Mayo-Alix,IMMUNOLOGY,Imm,nih,2016,0
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,479656
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,727500
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,878544
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,861735
Meharry,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,816619
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,10075288
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,8832076
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,9125108
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,10333374
Miami-Miller,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,6613908
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,19051218
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,17802026
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,16184854
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,14513112
Michigan,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,14031360
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,nih,2020,1897674
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,nih,2019,1708447
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,nih,2018,1852994
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,nih,2017,1166754
Michigan State,MICROBIOLOGY AND MOLECULAR GENETICS,Mb,nih,2016,1362303
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,8826711
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,5996594
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,6986482
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,5378053
Minnesota,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,4177255
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,357878
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Mississippi,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,4552570
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,3439238
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,3851709
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,6136662
Missouri Columbia,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,7447307
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2020,4913466
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2019,5273170
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2018,5790901
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2017,0
Morehouse,MICROBIOLOGY BIOCHEM AND IMMUNOLOGY,Mb;Imm;BCMP,nih,2016,0
Mount Sinai-Icahn,MICROBIOLOGY,Mb,nih,2020,26865760
Mount Sinai-Icahn,MICROBIOLOGY,Mb,nih,2019,24469739
