school,department_name,harvard_equivalent,funding_type,year,funding_amount
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,nih,2020,16951267
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,nih,2019,15263229
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,nih,2018,13881753
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,nih,2017,15459641
Baylor,MOLECULAR AND CELLULAR BIOLOGY,CB,nih,2016,14917065
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,nih,2020,110178033
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,nih,2019,78237376
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,nih,2018,71920646
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,nih,2017,64183991
Baylor,MOLECULAR AND HUMAN GENETICS,Gn,nih,2016,62831639
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,9442481
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,11534968
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,9166938
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,8012159
Baylor,MOLECULAR PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,7545263
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,nih,2020,5105838
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,nih,2019,8376615
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,nih,2018,8505908
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,nih,2017,10762813
Baylor,MOLECULAR VIROLOGY AND MICROBIOLOGY,Mb,nih,2016,8397814
Baylor,NEUROSCIENCE,Nb,nih,2020,19988192
Baylor,NEUROSCIENCE,Nb,nih,2019,20348823
Baylor,NEUROSCIENCE,Nb,nih,2018,13419844
Baylor,NEUROSCIENCE,Nb,nih,2017,20179950
Baylor,NEUROSCIENCE,Nb,nih,2016,17409031
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2020,9672826
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2019,8479997
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2018,8961601
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2017,7571934
Baylor,PATHOLOGY AND IMMUNOLOGY,Imm,nih,2016,5828644
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2020,5133848
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2019,3385233
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2018,2399012
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2017,2309642
Baylor,PHARMACOLOGY AND CHEMICAL BIOLOGY,BCMP,nih,2016,0
Boston,ANATOMY AND NEUROBIOLOGY,Nb,nih,2020,5371714
Boston,ANATOMY AND NEUROBIOLOGY,Nb,nih,2019,11612619
Boston,ANATOMY AND NEUROBIOLOGY,Nb,nih,2018,5054274
Boston,ANATOMY AND NEUROBIOLOGY,Nb,nih,2017,3806721
Boston,ANATOMY AND NEUROBIOLOGY,Nb,nih,2016,4698042
Boston,BIOCHEMISTRY,CB;Nb;BCMP;Gn,nih,2020,10050695
Boston,BIOCHEMISTRY,CB;Nb;BCMP;Gn,nih,2019,8407518
Boston,BIOCHEMISTRY,CB;Nb;BCMP;Gn,nih,2018,8814901
Boston,BIOCHEMISTRY,CB;Nb;BCMP;Gn,nih,2017,8025749
Boston,BIOCHEMISTRY,CB;Nb;BCMP;Gn,nih,2016,9383841
Boston,MEDICAL SCIENCES AND EDUCATION,NA,nih,2020,0
Boston,MEDICAL SCIENCES AND EDUCATION,NA,nih,2019,0
Boston,MEDICAL SCIENCES AND EDUCATION,NA,nih,2018,0
Boston,MEDICAL SCIENCES AND EDUCATION,NA,nih,2017,0
Boston,MEDICAL SCIENCES AND EDUCATION,NA,nih,2016,0
Boston,MICROBIOLOGY,Mb;Imm,nih,2020,16999462
Boston,MICROBIOLOGY,Mb;Imm,nih,2019,17063546
Boston,MICROBIOLOGY,Mb;Imm,nih,2018,15747951
Boston,MICROBIOLOGY,Mb;Imm,nih,2017,14508833
Boston,MICROBIOLOGY,Mb;Imm,nih,2016,5036933
Boston,PATHOLOGY AND LABORATORY MEDICINE,SCRB;CB,nih,2020,735716
Boston,PATHOLOGY AND LABORATORY MEDICINE,SCRB;CB,nih,2019,5331205
Boston,PATHOLOGY AND LABORATORY MEDICINE,SCRB;CB,nih,2018,1713678
Boston,PATHOLOGY AND LABORATORY MEDICINE,SCRB;CB,nih,2017,1928292
Boston,PATHOLOGY AND LABORATORY MEDICINE,SCRB;CB,nih,2016,4556127
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCM,nih,2020,10273306
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCM,nih,2019,16013552
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCM,nih,2018,14375519
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCM,nih,2017,5804974
Boston,PHARMACOLOGY AND EXPERIMENTAL THERAPEUTICS,BCM,nih,2016,9515755
Boston,PHYSIOLOGY AND BIOPHYSICS,CB,nih,2020,3482892
Boston,PHYSIOLOGY AND BIOPHYSICS,CB,nih,2019,1582402
Boston,PHYSIOLOGY AND BIOPHYSICS,CB,nih,2018,2497470
Boston,PHYSIOLOGY AND BIOPHYSICS,CB,nih,2017,3642381
Boston,PHYSIOLOGY AND BIOPHYSICS,CB,nih,2016,3281980
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,nih,2020,5499327
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,nih,2019,4849342
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,nih,2018,5302760
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,nih,2017,4206227
Brown-Alpert,ECOLOGY AND EVOLUTIONARY BIOLOGY,NA,nih,2016,3268934
Brown-Alpert,MEDICAL SCIENCE,NA,nih,2020,0
Brown-Alpert,MEDICAL SCIENCE,NA,nih,2019,0
Brown-Alpert,MEDICAL SCIENCE,NA,nih,2018,0
Brown-Alpert,MEDICAL SCIENCE,NA,nih,2017,0
Brown-Alpert,MEDICAL SCIENCE,NA,nih,2016,0
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2020,10968070
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2019,12062933
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2018,10463662
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2017,10232868
Brown-Alpert,MOLECULAR BIOL CELL BIOL AND BIOCHEMISTRY,BCMP;CB,nih,2016,7325503
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,5104318
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,4769968
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,3977727
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,2544035
Brown-Alpert,MOLECULAR MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,3654958
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2020,2367292
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2019,2165005
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2018,2010530
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2017,1879572
Brown-Alpert,MOLECULAR PHARM PHYSIOLOGY AND BIOTECH,BCMP,nih,2016,2737682
Brown-Alpert,NEUROSCIENCE,Nb,nih,2020,10504732
Brown-Alpert,NEUROSCIENCE,Nb,nih,2019,8477238
Brown-Alpert,NEUROSCIENCE,Nb,nih,2018,12273436
Brown-Alpert,NEUROSCIENCE,Nb,nih,2017,8722625
Brown-Alpert,NEUROSCIENCE,Nb,nih,2016,8627293
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,nih,2020,6859532
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,nih,2019,6620445
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,nih,2018,5030176
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,nih,2017,4167997
Brown-Alpert,PATHOLOGY AND LAB MEDICINE,NA,nih,2016,3836175
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2020,4802984
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2019,4979267
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2018,3264879
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2017,3187035
Buffalo-Jacobs,BIOCHEMISTRY,BCMP,nih,2016,3712609
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,nih,2020,0
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,nih,2019,0
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,nih,2018,0
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,nih,2017,0
Buffalo-Jacobs,BIOMEDICAL ENGINEERING,NA,nih,2016,0
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,nih,2020,384989
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,nih,2019,155981
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,nih,2018,707523
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,nih,2017,696072
Buffalo-Jacobs,BIOMEDICAL INFORMATICS,DBMI,nih,2016,198284
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,6360969
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,5175031
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,9870776
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,9197466
Buffalo-Jacobs,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,8741117
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,nih,2020,894939
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,nih,2019,596888
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,nih,2018,297485
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,nih,2017,0
Buffalo-Jacobs,PATHOLOGY AND ANATOMICAL SCIENCES,NA,nih,2016,0
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2020,4349046
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2019,4302850
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2018,1635561
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2017,2313546
Buffalo-Jacobs,PHARMACOLOGY AND TOXICOLOGY,BCMP,nih,2016,2240104
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2020,4534901
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2019,2899623
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2018,3005334
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2017,2640725
Buffalo-Jacobs,PHYSIOLOGY AND BIOPHYSICS,BCMP,nih,2016,2711346
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,nih,2020,714613
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,nih,2019,703442
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,nih,2018,315013
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,nih,2017,0
Buffalo-Jacobs,STRUCTURAL BIOLOGY,NA,nih,2016,0
California Northstate,BASIC SCIENCE,NA,nih,2020,0
California Northstate,BASIC SCIENCE,NA,nih,2019,0
California Northstate,BASIC SCIENCE,NA,nih,2018,0
California Northstate,BASIC SCIENCE,NA,nih,2017,0
California Northstate,BASIC SCIENCE,NA,nih,2016,0
Caribe,ANATOMY AND CELL BIOLOGY,CB,nih,2020,0
Caribe,ANATOMY AND CELL BIOLOGY,CB,nih,2019,92990
Caribe,ANATOMY AND CELL BIOLOGY,CB,nih,2018,0
Caribe,ANATOMY AND CELL BIOLOGY,CB,nih,2017,92038
Caribe,ANATOMY AND CELL BIOLOGY,CB,nih,2016,92038
Caribe,BIOCHEMISTRY,BCMP,nih,2020,445029
Caribe,BIOCHEMISTRY,BCMP,nih,2019,751147
Caribe,BIOCHEMISTRY,BCMP,nih,2018,330781
Caribe,BIOCHEMISTRY,BCMP,nih,2017,330781
Caribe,BIOCHEMISTRY,BCMP,nih,2016,0
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2020,0
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2019,0
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2018,0
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2017,0
Caribe,MICROBIOLOGY AND IMMUNOLOGY,Mb;Imm,nih,2016,0
Caribe,NEUROSCIENCE,Nb,nih,2020,124585
Caribe,NEUROSCIENCE,Nb,nih,2019,445968
Caribe,NEUROSCIENCE,Nb,nih,2018,238694
Caribe,NEUROSCIENCE,Nb,nih,2017,0
Caribe,NEUROSCIENCE,Nb,nih,2016,432309
Caribe,PHARMACOLOGY,BCMP,nih,2020,0
Caribe,PHARMACOLOGY,BCMP,nih,2019,0
Caribe,PHARMACOLOGY,BCMP,nih,2018,0
Caribe,PHARMACOLOGY,BCMP,nih,2017,0
Caribe,PHARMACOLOGY,BCMP,nih,2016,0
Caribe,PHYSIOLOGY,NA,nih,2020,0
Caribe,PHYSIOLOGY,NA,nih,2019,138174
Caribe,PHYSIOLOGY,NA,nih,2018,138174
Caribe,PHYSIOLOGY,NA,nih,2017,138174
Caribe,PHYSIOLOGY,NA,nih,2016,140974
Case Western Reserve,ANATOMY,NA,nih,2020,0
Case Western Reserve,ANATOMY,NA,nih,2019,0
Case Western Reserve,ANATOMY,NA,nih,2018,0
Case Western Reserve,ANATOMY,NA,nih,2017,0
Case Western Reserve,ANATOMY,NA,nih,2016,0
Case Western Reserve,BIOCHEMISTRY,BCMP;CB,nih,2020,4347786
Case Western Reserve,BIOCHEMISTRY,BCMP;CB,nih,2019,7132143
Case Western Reserve,BIOCHEMISTRY,BCMP;CB,nih,2018,0
Case Western Reserve,BIOCHEMISTRY,BCMP;CB,nih,2017,0
Case Western Reserve,BIOCHEMISTRY,BCMP;CB,nih,2016,0
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,nih,2020,4154526
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,nih,2019,3296259
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,nih,2018,0
Case Western Reserve,BIOMEDICAL ENGINEERING,NA,nih,2017,0
